course_id,title,credit,ects,theoritical_credit,practical_credit,course_year
"PSI 212","Social Psychology",3,6,3,0,2
"PSI 231","Biological Psychology",3,6,3,0,2
"PSI 252","Lifespan Developmental Psychology",3,6,3,0,2
"PSI 261",Personality,3,6,3,0,2
"PSI 311","Politik Psikoloji",3,6,3,0,3
"PSI 312","Kadın ve Cinsiyet Psikolojisi",3,6,3,0,3
"PSI 313","Kültür ve Çeşitlilik Psikolojisi",3,6,3,0,3
"PSI 314","Evrimsel Psikoloji",3,6,3,0,3
"PSI 317","Yakın İlişkiler",3,6,3,0,3
"PSI 319","Trafik Psikolojisi",3,6,3,0,3
"PSI 322","Introduction to Clinical Psychology",3,6,3,0,3
"PSI 323","Çocuk ve Ergen Psikopatolojisi",3,6,3,0,3
"PSI 325","Abnormal Psychology",3,6,3,0,3
"PSI 326","Cognitive Psychology",3,6,2,2,3
"PSI 328","Eğitim Psikolojisi",3,6,3,0,3
"PSI 330","School Psychology",3,6,3,0,3
"PSI 331","Duyum ve Algı",3,6,3,0,3
"PSI 332",Neuropsychology,3,6,3,0,3
"PSI 333","Organizational Psychology",3,6,3,0,3
"PSI 341",Learning,3,6,3,0,3
"PSI 371","Selected Topics in Psychology: Creative Drama and Experiental Leraning",3,6,3,0,3
"PSI 377","Group Dynamics",3,6,3,0,3
"PSI 380","Positive Psychology",3,6,3,0,3
"PSI 388","Vaka Çalışmaları",3,6,3,0,3
"PSI 391","Psikolojide Seçme Konular I",3,6,3,0,3
"PSI 392","Yönetimli Araştırma I",3,6,3,0,3
"PSI 393","Yönetimli Araştırma II",3,6,3,0,3
"PSI 394","Bağımsız Araştırma I",3,6,3,0,3
"PSI 402","Psikolojide Tarih ve Sistemler",3,6,3,0,4
"PSI 407","Psikolojide Meslek Etiği",3,6,3,0,4
"PSI 413","Family Psychology",3,6,3,0,4
"PSI 423","Travma Psikolojisi",3,6,3,0,4
"PSI 431","Sağlık Psikolojisi",3,6,3,0,4
"PSI 441","İnsan Hafızası",3,6,3,0,4
"PSI 452","Forensic Pyschology",3,6,3,0,4
"PSI 453","Counseling Psychology",3,6,3,0,4
"PSI 454","Cognitive Neuroscience",3,6,3,0,4
"PSI 461","Motivasyon ve Duygu",3,6,3,0,4
"PSI 491","Psikolojide Seçme Konular II",3,6,3,0,4
"PSI 492","Yönetimli Araştırma III",3,6,3,0,4
"PSI 493","Yönetimli Araştırma IV",3,6,3,0,4
"PSI 494","Bağımsız Araştırma II",3,6,3,0,4
"PSI 495","Psikoloji Stajı",0,6,3,0,4
"PSY 102","Introduction to Psychology",3,5,3,0,1
"PSY 203",Statistics,4,7,3,2,2
"PSY 204","Research Methods",4,8,3,2,2
"PSY 212","Social Psychology",3,6,3,0,2
"PSY 231","Biological Psychology",3,6,3,0,2
"PSY 252","Lifespan Developmental Psychology",3,6,3,0,2
"PSY 261",Personality,3,6,3,0,2
"PSY 301","Infant Psychology",3,6,3,0,3
"PSY 302","Advanced Research Methods",3,6,3,0,3
"PSY 311","Political Psychology",3,6,3,0,3
"PSY 312","Psychology of Women and Gender",3,6,3,0,3
"PSY 313","Psychology of Culture and Diversity",3,6,3,0,3
"PSY 314","Evolutionary Psychology",3,6,3,0,3
"PSY 315","Social Cognition",3,6,3,0,3
"PSY 316","Adolescent Psychology",3,6,3,0,3
"PSY 317","Intimate Relationships",3,6,3,0,3
"PSY 319","Traffic Psychology",3,6,3,0,3
"PSY 322","Introduction to Clinical Psychology",3,6,3,0,3
"PSY 323","Child and Adolescent Psychopathology",3,6,3,0,3
"PSY 325","Abnormal Psychology",3,6,3,0,3
"PSY 326","Cognitive Psychology",3,6,3,0,3
"PSY 328","Educational Psychology",3,6,3,0,3
"PSY 330","School Psychology",3,6,3,0,3
"PSY 331","Sensation and Perception",3,6,3,0,3
"PSY 332",Neuropsychology,3,6,3,0,3
"PSY 333","Organizational Psychology",3,6,3,0,3
"PSY 341",Learning,3,6,3,0,3
"PSY 371","Selected Topics in Psychology 3",3,6,3,0,3
"PSY 372","Selected Topics in Psychology 4",3,6,3,0,3
"PSY 373","Selected Topics in Psychology 5",3,6,3,0,3
"PSY 374","Selected Topics in Psychology 6",3,6,3,0,3
"PSY 375","Selected Topics in Psychology 7",3,6,3,0,3
"PSY 376","Collective Memory",3,6,3,0,3
"PSY 380","Positive Psychology",3,6,3,0,3
"PSY 388","Clinical Case Studies",3,6,3,0,3
"PSY 391","Selected Topics in Psychology I",3,6,3,0,3
"PSY 392","Directed Research",3,6,3,0,3
"PSY 393","Directed Research II",3,6,3,0,3
"PSY 394","Independent Research I",3,6,3,0,3
"PSY 402","Measurement in Psychology",3,6,3,0,4
"PSY 403","Advanced Statistics for Psychology",3,6,3,0,4
"PSY 407","Ethics and Professionalism",3,6,3,0,4
"PSY 412","Advanced Social Psychology",3,6,3,0,4
"PSY 413","Family Psychology",3,6,3,0,4
"PSY 414","History and Systems in Psychology",3,6,3,0,4
"PSY 423","Psychology of Trauma",3,6,3,0,4
"PSY 424","Advanced Seminar in Current Issues of Psychology",3,6,3,0,4
"PSY 431","Health Psychology",3,6,3,0,4
"PSY 432",Psychopharmacology,3,6,3,0,4
"PSY 441","Human Memory",3,6,3,0,4
"PSY 442","Clinical Interview Skills",3,6,3,0,4
"PSY 452","Forensic Pyschology",3,6,3,0,4
"PSY 454","Cognitive Neuroscience",3,6,3,0,4
"PSY 461","Motivation and Emotion",3,6,3,0,4
"PSY 462","Psychology of Language",3,6,0,0,4
"PSY 471","Selected Topics in Psychology 8",3,6,3,0,4
"PSY 472","Selected Topics in Psychology 9",3,6,3,0,4
"PSY 473","Selected Topics in Social Psychology I",3,6,3,0,4
"PSY 474","Selected Topics in Psychology 11",3,6,3,0,4
"PSY 475","Selected Topics in Psychology 12",3,6,3,0,4
"PSY 487","Creativity, Motivation and Well Being",3,6,3,0,4
"PSY 491","Selected Topics in Psychology II",3,6,3,0,4
"PSY 492","Directed Research III",3,6,3,0,4
"PSY 493","Directed Research IV",3,6,3,0,4
"PSY 494","Independent Research II",3,6,3,0,4
"PSY 495","Internship in Psychology",0,6,0,0,4
"RUS 101","Russian I",3,5,3,0,1
"RUS 102","Russian II",3,5,0,0,1
"RUS 201","Russian III",3,5,3,0,2
"RUS 202","Russian IV",3,5,0,0,2
"SOC 201","Sociological Imagination",3,6,3,0,2
"SOC 203",Statistics,4,7,4,0,2
"SOC 207","Introduction to Media and Communication Studies",3,6,3,0,2
"SOC 210","Ethnography in/of Media",3,6,3,0,2
"SOC 221","Social Stratification",3,6,3,0,2
"SOC 225","Research Methods",3,7,3,2,2
"SOC 230","Sociology of Work and Organizations",3,6,3,0,2
"SOC 232","Social Theory II :Contemporary Sociology",3,5,3,0,2
"SOC 233","Sociology of the Family",3,6,3,0,2
"SOC 241","Social Anthropology",3,6,3,0,2
"SOC 242","Urban Sociology",3,6,3,0,2
"SOC 244","International Migration in a Globalized World",3,6,3,0,2
"SOC 254","Power and Inequality",3,6,3,0,2
"SOC 256","Population and Society",3,6,3,0,2
"SOC 260","Social Movements",3,6,3,0,2
"SOC 261","Welfare and Social Policy",3,6,3,0,2
"SOC 268","Sociology of Law",3,6,3,0,2
"SOC 302","Contemporary Political Ideologies",3,6,3,0,3
"SOC 303","Ottoman-Turkish Modernization",3,6,3,0,3
"SOC 305","Nations and Nationalism",3,6,3,0,3
"SOC 307","Political Sociology",3,7,3,0,3
"SOC 312","Social Psychology",3,6,3,0,3
"SOC 315","Social Networks",3,6,3,0,3
"SOC 321","Sociology of Agriculture and Food",3,6,3,0,3
"SOC 322","Nationalism and Ethnicity",3,6,3,0,3
"SOC 323","Public Space and the Contemporary City",3,6,3,0,3
"SOC 326","Citizenship, Multiculturalism and Globalization",3,6,3,0,3
"SOC 331","Social Theory I : Classics",3,6,3,0,3
"SOC 332","Social Theory II: Contemporary Sociology",3,6,3,0,3
"SOC 334","Social Change and Modernization",3,6,3,0,3
"SOC 337","Introduction to New Media",3,6,3,0,3
"SOC 344","Urban Studies: Contemp. Approaches",3,6,3,0,3
"SOC 356","Data Analysis",3,6,2,2,3
"SOC 361","Environmental Sociology",3,6,3,0,3
"SOC 371","Development of Sociology in Turkey",3,6,3,0,3
"SOC 391","Historical-Geographical Perspectives on Urban Studies",3,5,0,0,3
"SOC 392","Sociology of Contemporary Muslim Experiences",3,6,3,0,3
"SOC 393","Sociology of the Heritage of Islam",3,6,3,0,3
"SOC 405","Historical-Geographical Perspectives on Urban Studies",3,6,3,0,4
"SOC 406","Philosophy of Science",3,6,3,0,4
"SOC 411","Selected Topics in Anthropology",3,6,3,0,4
"SOC 412","Political Anthropology",3,6,3,0,4
"SOC 414","Political Anthropology",3,6,3,0,4
"SOC 415","Sociology of Everyday Life",3,6,3,0,4
"SOC 416","Understanding Globalization and Localization",3,6,3,0,4
"SOC 417","Economic Sociology",3,6,3,0,4
"SOC 418",Globalization,3,6,3,0,4
"SOC 420","Sociology of Religion",3,6,3,0,4
"SOC 424","Identity, Cult. & Ethnicity in Turkey",3,5,3,0,4
"SOC 425","Gender and Society",3,6,3,0,4
"SOC 427","Identity, Culture and Ethnicity in Turkey",3,6,3,0,4
"SOC 439","Globalization and the Muslim World",3,6,3,0,4
"SOC 441","Europe and Islam",3,6,3,0,4
"SOC 446","Anthropology of Information Technology",3,6,3,0,4
"SOC 448","Sociology of Popular Culture and Media",3,6,3,0,4
"SOC 451","Urban Ethnography",3,6,3,1,4
"SOC 453","Qualitative Social Analysis",3,6,3,0,4
"SOC 455","Comparative Sociology of Religions",3,6,3,0,4
"SOC 457","Research Seminar on Concepts in Historical Change",3,6,3,0,4
"SOC 458","Historical Sociology",3,6,3,0,4
"SOC 460","Europe, the Enlightenment and Modernity",3,6,3,0,4
"SOC 461","Modern Communitarianisms and Turkey",3,6,3,0,4
"SOC 464","Society, Power and Justice in the Middle East",3,6,3,0,4
"SOC 468","Introduction to Urban Research Methods",3,6,3,1,4
"SOC 472","Education and Society",3,6,3,0,4
"SOC 479","Sociology of Labor and Employment",3,6,3,0,4
"SOC 480","Anthropology of Health and Illness",3,6,3,0,4
"SOC 487","Comparative Study of Revolutions",3,6,3,0,4
"SOC 490","Current Issues in Sociology",3,6,3,0,4
"SOC 491","Special Topics in Urban Studies",3,6,3,0,4
"SOC 492","Selected Topics in Sociological Theory",3,6,3,0,4
"SOC 493","Advanced Topics in Methodology",3,6,3,0,4
"SOC 494","Recent Developments in Social Research",3,6,3,0,4
"SOC 495","Internship in Sociology",0,6,0,0,4
"SOC 496","Independent Research in Sociology",3,6,3,0,4
"SOC 499","Senior Thesis",3,6,3,0,4
"SOP 101","Introduction To Social Service",3,5,3,0,1
"SOP 102","Social Service Theories",3,6,3,0,1
"SOP 103","Introduction To Psychology",3,5,3,0,1
"SOP 104","Social Service Institutions And Organizations",2,5,2,0,1
"SOP 105","Introduction To Sociology",3,5,3,0,1
"SOP 106","Social Structure Of Turkey",3,5,3,0,1
"SOP 107","Social Issues",2,4,2,0,1
"SOP 108","Family Counseling",3,5,3,0,1
"SOP 200",Internship,0,8,0,0,2
"SOP 201","Social Service Legislation",3,5,3,0,2
"SOP 202","Sosyal Hizmet Ortamlarında İnceleme ve Gözlem",3,5,3,0,2
"SOP 203","Social Psychology",2,5,2,0,2
"SOP 204","Social Development And Social Service",3,5,3,0,2
"SOP 205","Primary Care Services",3,5,3,0,2
"SOP 206","Guidelines And Techniques For Social Service Interview",3,5,3,0,2
"SOP 208","Kriz Danışmanlığı ve Çatışma Yönetimi",2,4,2,0,2
"SOP 209","Aile Sosyolojisi",2,4,2,0,2
"SOP 210","Sağlık Sosyolojisi",2,4,2,0,2
"SOP 211","Stres ve Travma Psikolojisi",2,4,2,0,2
"SOP 212","Grup Psikoterapisi ve Psikodrama",2,4,1,2,2
"SOP 214","Forensic Psychology",2,4,2,0,2
"SPA 101","Spanish I",3,5,0,0,1
"SPA 102","Spanish II",3,5,0,0,1
"STV 201","Basic Photography",3,5,2,2,2
"STV 202",Screenwriting,3,5,3,0,2
"STV 203","Art of Storytelling",3,5,3,0,2
"STV 204","Cinema History",3,5,3,0,2
"STV 205","Basic Concepts of Cinema and TV",3,5,3,0,2
"STV 206","Sound in Cinema",3,5,2,1,2
"STV 207","Introduction to Cinematography and Lighting",3,5,2,2,2
"STV 208",Editing,3,5,2,1,2
"STV 209","Media and Cultural Identity",3,5,3,0,2
"STV 210","İleri Fotoğrafçılık",3,5,2,2,2
"STV 211","Silent Cinema",3,5,3,0,2
"STV 212","Auteur Cinema",3,5,3,0,2
"STV 213","Photography Practices",3,5,3,0,2
"STV 217",Reklamcılık,3,5,3,0,2
"STV 301","Television Programming",3,10,2,2,3
"STV 302","Turkish Cinema",3,5,3,0,3
"STV 303","Film Theories",3,5,3,0,3
"STV 304","Film Making",3,10,2,2,3
"STV 307","Short Film Making",3,5,3,0,3
"STV 308","Experimental Film and Video",3,5,3,0,3
"STV 309","Popular Culture and Media",3,5,3,0,3
"STV 310","Türk Medya Tarihi",3,5,3,0,3
"STV 311","Dijital Medya Ve Kültür",3,5,3,0,3
"STV 312","Film Yapım Uygulamaları",3,5,3,0,3
"STV 314","Sound and Music Design for Cinema",3,5,1,2,3
"STV 347","Advanced Screenwriting",3,5,1,2,3
"STV 401","Mezuniyet Projesi",4,10,3,2,4
"STV 402","Mezuniyet Projesi Yapımı",4,15,3,2,4
"STV 403","Belgesel Yapımı",3,10,2,2,4
"STV 404","Dünya Sineması",3,5,3,0,4
"STV 405","Film Türleri",3,5,3,0,4
"STV 406","Radyo Programcılığı",3,5,2,2,4
"STV 407","Tv Program Türleri",3,5,3,0,4
"STV 408","Spor Yayıncılığı",3,5,3,0,4
"STV 409","Televizyon Haberciliği",3,5,3,0,4
"STV 410","Görüntü Yönetmenliği",3,5,2,2,4
"STV 411","Yeni Medya Çalışmaları",3,5,3,0,4
"STV 412","İletişim Teknolojileri",3,5,2,2,4
"STV 413","Sinema Ve Televizyon Semineri",3,5,3,0,4
"STV 414","Sinema Ve Televizyon Atölyesi",3,5,3,0,4
"SYS 201","Political Science",3,5,3,0,2
"SYS 202","International Relations",3,5,3,0,2
"SYS 203","Classics of Political Thought: The Ancients",3,5,3,0,2
"SYS 204","Classics of Political Thought: The Moderns",3,5,3,0,2
"SYS 205","Emergence of Modern International Order",3,5,3,0,2
"SYS 207","Fundamentals of Law",3,5,3,0,2
"SYS 208","Constitutional Politics",3,5,3,0,2
"SYS 214","Contemporary International Politics",3,5,3,0,2
"SYS 219","Macro Economics",3,5,3,0,2
"SYS 220","Micro Economics",3,5,3,0,2
"SYS 301","International Law and Organizations",3,6,3,0,3
"SYS 302","Contemporary Political Ideologies",3,7,3,0,3
"SYS 303","Research Methods",3,7,3,0,3
"SYS 305","Political Sociology",3,6,3,0,3
"SYS 308","Comparative Political Systems",3,6,3,0,3
"SYS 312","Ethics and Law",3,6,3,0,3
"SYS 313",Geopolitics,3,6,3,0,3
"SYS 315","Diplomatic Correspondence",3,6,3,0,3
"SYS 316","European Union",3,6,3,0,3
"SYS 317","Karşılaştırmalı Dış Politika",3,6,3,0,3
"SYS 318","Türkiye’nin Yönetim Yapısı",3,6,3,0,3
"SYS 319","İslam Siyaset Düşüncesi",3,6,3,0,3
"SYS 320","Uluslararası Özel Hukuk",3,6,3,0,3
"SYS 321","Kamu Yönetimi",3,6,3,0,3
"SYS 323","Administrative Law",3,6,3,0,3
"SYS 324","Türkiye Kamu Yönetimi Tarihi",3,6,3,0,3
"SYS 325","Türk Anayasa Hukuku",3,6,3,0,3
"SYS 328","Uluslararası İlişkiler Teorileri",3,6,3,0,3
"SYS 339","Modern Islamic Political Thought",3,6,3,0,3
"SYS 340",Diplomacy,3,5,3,0,3
"SYS 402","Turkish Foreign Policy",3,6,3,0,4
"SYS 403","International Political Economy",3,6,3,0,4
"SYS 404","Çatışma Analizi ve Çözümü",3,6,3,0,4
"SYS 407","China in World Politics",3,6,3,0,4
"SYS 411","Dış Politika Analizi",3,6,3,0,4
"SYS 412","Milliyetçilik ve Etnisite",3,6,3,0,4
"SYS 413","Türkiye’de Devlet, Siyaset ve Toplum Tartışmaları",3,6,3,0,4
"SYS 414","Demokratik Teori",3,6,3,0,4
"SYS 415","Amerikan Siyaseti",3,6,3,0,4
"SYS 418",Küreselleşme,3,6,3,0,4
"SYS 419","Dünya Siyasetinde Rusya",3,6,3,0,4
"SYS 420","Avrupa Birliği Hukuku",3,6,3,0,4
"SYS 421","Dünya Siyasetinde Orta Asya",3,6,3,0,4
"SYS 422","Amerikan Dış Politikası",3,6,3,0,4
"SYS 423","Küreselleşme, Vatandaşlık ve Çok-Kültürlülük",3,6,3,0,4
"SYS 424","Balkanlar’da Siyaset, Toplum ve Devlet",3,6,3,0,4
"SYS 428","Uluslararası Güvenlik Sorunları",3,6,3,0,4
"SYS 429","İnsan Hakları Hukuku",3,6,3,0,4
"SYS 430","Enerji ve Kaynak Siyaseti",3,6,3,0,4
"SYS 432","İslam ve Siyaset",3,6,3,0,4
"SYS 434","Rusya Siyaseti",3,6,3,0,4
"SYS 435","Siyaset Teorisinde Özel Konular",3,6,3,0,4
"SYS 436","Karşılaştırmalı Siyaset Düşüncesi",3,6,3,0,4
"SYS 437","Siyaset Biliminde Özel Konular",3,6,3,0,4
"SYS 438","Medya ve Dış Politika",3,6,3,0,4
"SYS 439","Küreselleşme ve İslam Dünyası",3,6,3,0,4
"SYS 440","Siyasal Şiddet ve Terörizm",3,6,3,0,4
"SYS 441","Avrupa ve İslam",3,6,3,0,4
"SYS 492","Uluslararası İlişkilerde Özel Konular",3,6,3,0,4
"SYS 493","Türk-Amerikan İlişkileri",3,6,3,0,4
"SYS 494","Bölgesel Çalışmalarda Özel Konular",3,6,3,0,4
"SYS 495","Internship in Political Science and International Relations",0,6,3,0,4
"TRI 101","Introduction to Translation and Translation Studies I",3,5,3,0,1
"TRI 102","Introduction to Translation and Translation Studies II",3,5,3,0,1
"TRI 181","Spanish I",3,5,2,2,1
"TRI 182","Spanish II",3,5,2,2,1
"TRI 201","Technical Translation",3,5,3,0,2
"TRI 202","Translation Technologies",3,5,3,0,2
"TRI 203","English Literature",3,5,3,0,2
"TRI 204","Media and Advertisement Translation",3,5,3,0,2
"TRI 205",Linguistics,3,5,3,0,2
"TRI 206","Introduction to Interpreting",3,5,3,0,2
"TRI 210",Localization,3,5,3,0,2
"TRI 281","Spanish III",3,5,2,2,2
"TRI 282","Spanish IV",3,5,2,2,2
"TRI 301","Translation Theories",3,5,3,0,3
"TRI 302","Literary Translation",3,5,3,0,3
"TRI 303","Consecutive Interpretation",3,5,3,0,3
"TRI 304","Simultaneous Interpretation I",3,5,3,0,3
"TRI 310","Translation of Political Texts",3,5,3,0,3
"TRI 311","Community Interpreting",3,5,3,0,3
"TRI 312","Translation of Economics Texts",3,5,3,0,3
"TRI 313","Medical Translation",3,5,3,0,3
"TRI 314","Translation of Legal Texts",3,5,3,0,3
"TRI 381","Spanish V",3,5,2,2,3
"TRI 382","Spanish VI",3,5,2,2,3
"TRI 401","Translation History",3,5,3,0,4
"TRI 402","Translation Criticism",3,6,3,0,4
"TRI 404","Senior Project",3,9,3,0,4
"TRI 410","Translation of Social Sciences Texts",3,5,3,0,4
"TRI 411","Proofreading and Editing",3,5,3,0,4
"TRI 412","Translation of Subtitles and Dubbing for Film and Television",3,5,3,0,4
"TRI 413","Discourse Analysis",3,5,3,0,4
"TRI 414","Turkish-English Litrary Tanslation",3,5,3,0,4
"TRI 415","Introduction to Cultural Studies",3,5,3,0,4
"TRI 416",Internship,0,5,0,0,4
"TRI 420","Consecutive Interpreting II",3,5,3,0,4
"TRI 421","Simultanoues Interpreting II",3,5,3,0,4
"TRI 422","Media Interpreting",3,5,3,0,4
"TRI 423","Simultaneous Interpreting Practice in Conference Situations",3,5,3,0,4
"TRI 481","Spanish VII",3,5,2,2,4
"TRI 482","Spanish VIII",3,5,2,2,4
"UNI 100","Exploring İstanbul",3,5,2,2,1
"UNI 101","Mathematical Reasoning",3,5,3,0,1
"UNI 102","Critical Thinking",3,5,3,0,1
"UNI 105","Understanding Society and Culture I",3,5,3,0,1
"UNI 106","Understanding Society and Culture II",3,5,3,0,1
"UNI 107","World Civilizations& Global Encounters I",3,5,3,0,1
"UNI 108","World Civilizations&Global Encounters II",3,5,3,0,1
"UNI 110","Modernity, City and Architecture",3,5,3,0,1
"UNI 111","Critical Reading and Writing in Turkish I",3,5,3,0,1
"UNI 112","Critical Reading and Writing in Turkish II",3,5,3,0,1
"UNI 113","Textual Analysis and Effective Com. I",3,5,3,0,1
"UNI 114","Textual Analysis and Effective Com. II",3,5,3,0,1
"UNI 115","Turkish for International Students I",3,5,3,0,1
"UNI 116","Turkish for International Students II",3,5,3,0,1
"UNI 117","Understanding Society and Culture",3,5,3,0,1
"UNI 118","Understanding Politics and Economy",3,5,3,0,1
"UNI 121","World Civ.&Glo. Encounters Until 1300 CE",3,5,3,0,1
"UNI 122","World Civ.&Glo. Encounters Since 1300 CE",3,5,3,0,1
"UNI 123","Textual Analysis and Effective Communication",3,5,3,0,1
"UNI 124","Textual Analysis and Academic Writing",3,5,3,0,1
"UNI 137","Mathematics for Practice",3,5,3,0,1
"UNI 201","Formations of Modern Turkey I",3,5,3,0,2
"UNI 202","Formations of Modern Turkey II",3,5,3,0,2
"UNI 203","Understanding Science and Technology",3,5,3,0,2
"UNI 204","Understanding Nature and Knowledge",3,5,3,0,2
"UNI 205","Understanding Science and Environment",3,5,3,0,2
"UNI 206","Understanding Human Nature",3,5,3,0,2
"UNI 207","Understanding Religion",3,5,3,0,2
"UNI 209","Understanding Cultural Encounters",3,5,3,0,2
"UNI 211","Understanding Art",3,5,3,0,2
"UNI 212","Understanding Design",3,5,3,0,2
"UNI 213","Understanding Ethics",3,5,3,0,2
"UNI 215","Turkish for International Students III",3,5,3,0,2
"UNI 216","Turkish for International Students IV",3,5,3,0,2
"UNI 219","Music And Civilization",3,5,3,0,2
"UNI 220","Understanding Architecture",3,5,3,0,2
"UNI 221","World Civilizations and Global Encounters: Until 1300 CE",3,5,3,0,2
"UNI 222","World Civilizations and Global Encounters: Since 1300 CE",3,5,3,0,2
"UNI 315","Turkish for International Students V",3,5,3,0,3
"UNI 316","Turkish for International Students VI",3,5,3,0,3
"UNIM 101","Critical Reading And Writing In Turkish I",2,2,2,0,1
"UNIM 102","Critical Reading And Writing In Turkish II",2,2,2,0,1
"UNIM 103","Formation Of Modern Turkey I",2,2,2,0,1
"UNIM 104","Formation Of Modern Turkey II",2,2,2,0,1
"UNIT 100","Exploring Istanbul",3,5,2,2,1
"UNIT 101","Mathematical Reasoning",3,5,3,0,1
"UNIT 102","Critical Thinking",3,5,3,0,1
"UNIT 110","Modernity, City and Architecture",3,5,3,0,1
"UNIT 111","Critical Reading and Writing in Turkish I",3,5,3,0,1
"UNIT 112","Critical Reading and Writing in Turkish II",3,5,3,0,1
"UNIT 117","Understanding Society and Culture",3,5,3,0,1
"UNIT 118","Understanding Politics and Economy",3,5,3,0,1
"UNIT 137","Uygulamalı Matematik",3,5,2,2,1
"UNIT 201","Formations of Modern Turkey I",3,5,3,0,2
"UNIT 202","Formations of Modern Turkey II",3,5,3,0,2
"UNIT 203","Bilim ve Teknolojiyi Anlamak",3,5,3,0,2
"UNIT 204","Understanding Nature and Knowledge",3,5,3,0,2
"UNIT 205","Bilim ve Çevreyi Anlamak",3,5,3,0,2
"UNIT 206","Understanding Human Nature",3,5,3,0,2
"UNIT 207","Dini Anlamak",3,5,3,0,2
"UNIT 208","Understanding Social Mentality: Memory, Identity, History",3,5,3,0,2
"UNIT 209","Kültürel Karşılaşmaları Anlamak",3,5,3,0,2
"UNIT 210","İslam İktisadının Temel Kavramları",3,5,3,0,2
"UNIT 211","Understanding Art",3,5,3,0,2
"UNIT 212","Understanding Design",3,5,3,0,2
"UNIT 213","Ahlakı Anlamak",3,5,3,0,2
"UNIT 217","Understanding the State and Its Roots",3,5,3,0,2
"UNIT 219","Music And Civilization",3,5,3,0,2
"UNIT 220","Understanding Architecture",3,5,3,0,2
"UNIT 221","World Civilizations and Global Encounters: Until 1300 CE",3,5,3,0,2
"UNIT 222","World Civilizations and Global Encounters: Since 1300 CE",3,5,3,0,2
"YBS 200","Staj I",0,5,0,0,2
"YBS 202","Management Information Systems",3,5,3,0,2
"YBS 300","Staj II",0,5,0,0,3
"YBS 302","Database Management Systems",3,5,3,0,3
"YBS 303","E-Business Technologies and Management",3,5,3,0,3
"YBS 304","Business Analytics and Data Mining - I",3,5,3,0,3
"YBS 305","Business Analytics and Data Mining - II",4,7,3,2,3
"YBS 307",FinTech,3,5,3,0,3
"YBS 401","Ağ Yönetimi ve Bilgi Güvenliği",3,5,3,0,4
"YBS 402","İşletim Sistemleri",3,5,3,0,4
"YBS 403","Big Data",3,7,3,0,4
"YBS 404","Sosyal Şebeke Analizi",3,5,3,0,4
"YBS 405","Kurumsal Kaynak Planlama",3,5,3,0,4
"YBS 406","Web Programming",3,6,3,0,4
"YBS 409","Selected Topics in Marketing Management",3,5,3,0,4
"YBS 412","Business Simulation",3,5,3,0,4
"YBS 414","Programming Practice with Java",3,5,3,0,4
"YBS 415","Game Theory for Managers",3,5,3,0,4
"YBS 422","Yönetsel Karar Alma",3,5,3,0,4
"YBS 427","Coaching and Guidance in Business",3,5,3,0,4
"YBS 428","Katılım Sigortacılığı",3,5,3,0,4
"YBS 438","Global Management and Leadership Thought",3,5,3,0,4
"YBS 446","CO-OP: Cooperative Learning I",3,5,3,0,4
"YBS 449","Sustainability and Governance",3,5,3,0,4
"YBS 451","Proje Yönetimi",3,10,3,0,4
"YBS 453","İş Zekası ve Pazarlama Analizi",3,5,3,0,4
"YMI 201","Yeni Medyaya Giriş",3,5,3,0,2
"YMI 202","Yeni Medya Teknolojileri",3,5,3,0,2
"YMI 213","Yeni Medya Programlama",3,6,2,2,2
"YMI 214","Yeni Medya Kuramları",3,6,3,0,2
"YMI 216","Internet Gazeteciliği",3,6,3,0,2
"YMI 301","İçerik Üretim ve Yönetimi",3,6,3,0,3
"YMI 302","Mobil Pazarlama",3,6,3,0,3
"YMI 303","Büyük Veri",3,7,3,0,3
"YMI 304","Dijital Platformlar",3,6,3,0,3
"YMI 313","Dinamik Web Tasarımı",3,6,3,0,3
"YMI 314","Kullanıcı Deneyimi",3,6,3,0,3
"YMI 315","Arayüz Tasarımı",3,6,3,0,3
"YMI 317","Dijital Hikaye Anlatıcılığı",3,6,3,0,3
"YMI 401","Mezuniyet Projesi",4,10,3,2,4
"YMI 402","Mezuniyet Projesi Yapımı",4,10,3,2,4
"YMI 404","Yeni Medya Alanında Güncel Yaklaşımlar",3,5,3,0,4
